machine,task_num,link_num,recommend
3,33,125,TA
1,59,274,TA
4,4,4,TA
1,54,208,TA
3,33,118,GA
1,41,141,TA
3,48,177,GA
3,78,336,GA
3,74,325,TA
4,23,81,TA
5,78,328,TA
3,37,137,TA
2,55,224,TA
1,70,273,TA
1,57,263,TA
1,37,144,TA
4,62,261,TA
5,26,94,TA
1,66,262,TA
1,60,242,TA
4,47,163,GA
1,13,43,TA
3,62,251,TA
3,73,290,TA
2,34,122,TA
5,61,259,TA
4,60,246,TA
1,47,197,TA
1,18,63,TA
5,63,217,TA
4,51,234,TA
1,47,173,TA
4,20,74,TA
5,19,73,TA
4,77,339,TA
1,27,91,TA
5,18,56,TA
4,35,117,GA
5,23,60,TA
3,21,95,TA
2,18,65,TA
4,43,153,GA
2,61,236,GA
3,68,312,GA
5,21,64,TA
4,37,142,TA
2,61,222,GA
5,72,293,TA
5,38,156,TA
4,8,15,TA
5,6,6,TA
4,69,295,TA
4,3,2,TA
2,63,281,GA
3,71,304,GA
5,47,163,TA
2,42,187,GA
3,7,13,TA
5,41,163,TA
1,66,235,TA
5,59,207,TA
5,64,253,GA
5,5,5,TA
5,17,49,TA
5,32,122,TA
2,30,115,GA
3,31,101,GA
4,77,341,TA
4,59,298,TA
1,62,283,TA
4,23,69,GA
4,33,101,TA
2,71,284,TA
1,42,179,TA
5,58,271,TA
4,28,113,GA
3,44,146,GA
3,80,344,GA
5,51,192,TA
2,8,14,GA
2,66,286,TA
5,77,347,TA
5,59,237,TA
2,55,235,TA
3,46,200,GA
5,65,269,TA
2,16,52,TA
5,37,184,TA
2,77,335,GA
2,2,0,TA
4,14,36,TA
4,10,31,TA
3,9,21,TA
1,43,197,TA
2,65,248,TA
2,41,166,GA
1,20,66,TA
5,32,138,TA
3,9,23,TA
3,23,75,GA
4,18,70,TA
1,3,3,TA
3,8,8,TA
3,35,152,GA
5,63,296,TA
4,54,194,GA
1,31,122,TA
4,49,174,TA
1,77,308,TA
2,32,102,GA
4,28,92,TA
3,36,165,TA
1,35,146,TA
1,78,335,TA
3,38,138,TA
4,27,78,TA
5,18,57,TA
5,24,93,TA
2,54,215,GA
5,23,64,GA
4,36,151,GA
5,63,247,TA
2,60,260,TA
5,24,90,TA
2,14,39,GA
2,68,254,GA
1,68,247,TA
5,75,323,TA
5,76,344,TA
2,7,5,GA
5,9,18,TA
3,10,30,TA
1,50,222,TA
5,65,243,TA
2,54,198,GA
4,66,265,TA
4,53,261,GA
1,21,54,TA
4,14,37,GA
5,18,42,TA
2,55,245,GA
5,24,94,TA
5,78,314,TA
4,3,2,TA
1,48,185,TA
2,60,255,TA
5,73,308,TA
5,48,232,TA
3,5,3,TA
2,34,132,TA
5,27,98,TA
4,47,183,TA
4,72,326,TA
2,51,208,GA
4,50,202,GA
3,36,149,TA
2,18,58,TA
1,36,117,TA
4,4,1,TA
1,1,0,TA
3,78,298,TA
2,11,17,GA
5,26,106,TA
3,28,90,TA
5,21,66,TA
4,80,314,TA
4,32,115,TA
3,28,116,TA
4,63,269,TA
3,78,327,GA
2,72,314,GA
1,3,1,TA
5,61,260,TA
4,4,3,TA
5,28,99,GA
5,73,299,TA
4,29,113,GA
5,38,157,TA
5,46,181,GA
4,52,238,TA
4,59,261,TA
3,27,93,GA
5,28,97,TA
4,48,203,TA
2,54,212,GA
1,3,2,TA
2,71,295,TA
2,48,199,GA
5,63,221,GA
1,5,8,TA
2,3,2,TA
1,11,32,TA
1,14,36,TA
3,41,159,TA
4,66,229,TA
3,73,307,TA
5,55,211,TA
3,24,89,TA
1,39,131,TA
4,50,220,GA
2,62,259,TA
5,47,203,TA
5,65,253,TA
3,29,91,GA
1,61,222,TA
1,15,34,TA
2,56,215,GA
2,70,260,GA
1,77,371,TA
2,55,224,GA
1,16,42,TA
2,77,275,TA
3,41,156,TA
4,6,10,TA
2,60,251,TA
2,65,295,GA
4,53,243,TA
4,55,182,GA
3,75,292,TA
5,9,24,TA
5,46,164,TA
3,79,336,TA
1,25,81,TA
3,11,30,TA
3,72,293,TA
3,7,8,GA
4,74,300,TA
3,57,224,TA
2,6,6,GA
3,57,246,TA
1,22,78,TA
3,7,14,TA
5,65,269,TA
2,51,210,TA
4,20,59,TA
2,47,213,TA
4,52,195,TA
3,38,167,TA
2,73,278,TA
4,65,228,TA
1,62,287,TA
3,54,214,GA
5,16,35,TA
4,79,352,TA
5,70,295,TA
2,48,182,TA
2,43,180,TA
5,38,135,TA
3,2,1,TA
4,49,189,TA
3,25,78,TA
2,56,232,GA
5,10,25,TA
5,18,48,TA
3,3,0,TA
3,55,199,TA
4,50,206,TA
5,50,172,TA
3,34,104,TA
2,27,123,GA
2,54,239,GA
2,68,269,TA
4,73,319,TA
5,24,90,TA
5,37,120,TA
5,23,85,TA
3,32,120,GA
4,16,49,TA
2,20,65,GA
4,56,225,TA
4,56,239,TA
2,70,314,GA
2,6,10,TA
4,75,302,TA
1,79,318,TA
3,18,69,GA
3,47,197,GA
5,77,310,TA
4,11,31,TA
1,30,105,TA
2,23,87,GA
2,31,142,GA
5,3,0,TA
3,18,55,TA
4,13,39,TA
4,59,225,TA
3,20,53,TA
2,30,139,TA
1,7,10,TA
1,76,281,TA
2,51,172,GA
2,51,204,GA
1,14,30,TA
3,22,70,GA
3,49,222,GA
2,17,47,GA
1,67,276,TA
4,36,153,TA
5,78,347,TA
1,59,225,TA
1,10,22,TA
3,52,235,GA
5,54,216,TA
4,48,219,GA
2,57,195,GA
4,60,231,TA
4,8,16,TA
4,21,71,GA
4,38,138,TA
3,20,51,GA
2,44,179,GA
1,2,1,TA
2,80,351,GA
5,35,139,TA
5,39,170,TA
3,75,349,TA
3,1,0,TA
2,2,1,TA
3,80,319,TA
5,39,141,TA
5,15,36,GA
3,66,286,TA
1,12,25,TA
3,57,236,GA
4,7,8,TA
3,36,137,TA
3,3,1,TA
4,41,161,TA
3,77,344,TA
5,39,156,GA
2,59,228,GA
2,25,88,GA
3,72,358,TA
2,80,318,TA
1,48,164,TA
1,52,208,TA
4,24,87,TA
2,19,59,GA
1,78,315,TA
4,36,137,TA
4,47,204,GA
4,34,160,GA
4,56,224,TA
4,65,270,TA
4,35,140,TA
3,74,324,TA
3,29,123,GA
3,16,53,TA
3,38,165,TA
4,43,196,TA
5,31,102,TA
5,68,264,TA
2,44,152,GA
2,18,57,TA
1,78,302,TA
4,44,213,TA
1,41,162,TA
2,74,299,GA
5,60,262,TA
4,53,220,TA
4,1,0,TA
4,13,29,TA
4,27,111,TA
4,74,275,TA
3,27,75,TA
3,50,197,TA
5,14,31,TA
5,32,99,TA
2,27,103,TA
3,51,242,TA
5,16,52,TA
2,74,295,GA
3,65,340,GA
2,21,76,TA
2,25,97,TA
2,34,101,TA
5,77,291,TA
5,13,43,TA
4,20,71,TA
3,57,218,TA
2,21,78,GA
3,39,154,TA
4,12,44,TA
2,32,126,GA
1,42,131,TA
4,53,239,TA
1,57,244,TA
5,79,327,TA
2,39,157,TA
1,34,137,TA
1,76,313,TA
1,7,10,TA
3,15,44,TA
1,44,199,TA
4,55,221,TA
3,11,30,TA
4,75,292,GA
4,8,12,TA
2,21,88,GA
5,12,29,TA
5,67,252,TA
4,53,203,TA
5,71,336,TA
4,66,267,TA
1,62,284,TA
5,14,30,TA
1,47,209,TA
3,65,264,GA
1,36,106,TA
4,62,255,TA
5,54,222,TA
2,15,51,GA
1,51,196,TA
4,64,264,TA
5,29,138,TA
5,17,64,TA
4,67,290,TA
1,77,315,TA
2,16,48,GA
3,75,297,TA
4,1,0,TA
4,4,1,TA
1,43,169,TA
4,44,187,TA
3,54,187,TA
3,10,26,TA
2,11,31,GA
4,26,65,TA
1,14,38,TA
4,19,70,TA
1,65,276,TA
1,54,239,TA
2,28,108,GA
4,63,262,TA
3,20,55,GA
5,13,30,TA
5,51,210,TA
4,57,241,TA
1,39,148,TA
2,8,10,GA
4,10,22,TA
2,17,66,GA
1,75,295,TA
2,37,156,GA
4,19,84,TA
4,30,121,GA
4,22,95,GA
4,6,5,TA
4,50,204,TA
4,3,3,TA
5,52,224,TA
4,62,245,TA
4,26,63,TA
2,48,184,GA
3,61,247,TA
2,27,86,GA
4,3,2,TA
4,48,191,TA
2,21,95,TA
4,7,14,TA
5,21,69,TA
5,48,214,TA
2,24,89,GA
1,39,142,TA
5,77,379,TA
2,53,221,GA
1,21,69,TA
1,45,168,TA
3,24,82,GA
3,4,0,GA
3,57,227,TA
5,15,52,TA
2,45,182,TA
4,72,297,TA
1,4,2,TA
3,10,23,GA
3,45,194,GA
5,8,14,TA
1,40,147,TA
4,33,96,TA
3,57,230,GA
4,29,96,TA
1,15,55,TA
3,30,140,GA
1,72,328,TA
4,42,143,TA
5,16,46,TA
3,46,183,TA
2,7,10,TA
3,75,340,TA
1,67,270,TA
5,7,6,TA
5,40,138,TA
4,50,198,TA
3,58,228,TA
5,37,158,TA
3,24,79,GA
2,43,184,TA
2,64,256,GA
3,77,359,GA
2,13,41,GA
4,9,10,GA
5,58,267,GA
3,54,196,TA
1,69,295,TA
5,25,106,TA
2,70,307,GA
5,57,249,GA
4,7,17,TA
1,37,150,TA
3,5,6,TA
3,7,11,GA
1,61,226,TA
1,49,212,TA
4,50,207,GA
2,61,269,TA
2,6,6,GA
4,69,277,GA
4,25,77,TA
3,41,168,GA
3,80,319,GA
1,36,134,TA
5,61,246,TA
2,42,158,TA
3,2,0,TA
4,36,146,TA
2,34,160,GA
5,32,106,GA
3,78,317,GA
2,74,334,GA
5,8,12,TA
4,60,286,TA
3,73,327,TA
1,15,58,TA
5,48,191,TA
2,28,104,GA
2,17,47,GA
2,56,242,GA
4,76,279,TA
2,45,148,GA
2,69,307,TA
5,42,173,TA
2,34,108,GA
2,39,164,TA
3,29,108,GA
3,26,87,TA
3,51,200,TA
5,47,171,TA
2,80,307,TA
1,55,234,TA
5,57,216,TA
3,52,220,GA
2,17,46,GA
3,56,239,GA
4,40,175,TA
3,24,77,GA
2,36,138,GA
2,67,290,GA
1,5,8,TA
2,74,320,TA
5,53,212,TA
1,64,265,TA
5,11,26,TA
3,5,7,TA
1,4,3,TA
1,22,78,TA
2,11,30,GA
3,74,334,GA
2,9,15,GA
2,41,146,TA
1,6,4,TA
5,60,245,TA
5,13,42,TA
4,31,89,TA
2,66,282,TA
3,27,103,TA
1,40,147,TA
1,25,86,TA
1,76,332,TA
5,35,114,TA
5,30,100,TA
1,34,134,TA
5,80,308,TA
1,70,303,TA
4,39,131,TA
4,50,189,GA
5,1,0,TA
5,34,120,GA
4,62,222,TA
1,30,106,TA
4,33,116,TA
2,31,113,TA
2,6,5,TA
4,29,102,TA
3,8,8,GA
5,23,91,GA
3,18,65,TA
4,32,120,TA
4,62,238,TA
3,70,298,TA
2,54,241,TA
2,45,180,GA
3,43,216,TA
1,61,251,TA
2,43,159,GA
2,14,54,GA
5,78,334,TA
5,68,307,GA
5,11,21,TA
3,32,120,TA
4,69,320,TA
5,22,78,TA
4,53,175,GA
1,58,216,TA
3,48,171,TA
5,68,279,TA
3,60,213,TA
5,40,174,TA
2,14,46,GA
4,79,298,TA
1,41,158,TA
2,38,175,TA
5,30,139,TA
1,73,274,TA
4,79,353,TA
1,11,30,TA
3,51,219,GA
5,80,336,TA
3,60,247,GA
4,78,326,GA
4,6,7,TA
5,47,170,TA
4,70,301,TA
5,21,73,TA
4,14,45,TA
2,79,324,TA
4,2,0,TA
1,52,238,TA
3,21,97,TA
2,6,6,GA
3,39,171,TA
3,29,87,TA
4,7,12,TA
2,80,356,GA
2,62,274,TA
2,77,284,GA
5,62,248,TA
1,75,286,TA
2,35,124,GA
5,64,254,TA
3,1,0,TA
3,42,158,TA
5,34,132,TA
2,2,1,TA
3,67,302,GA
5,1,0,TA
3,3,0,TA
3,54,194,TA
2,64,242,GA
5,13,37,TA
5,37,174,TA
4,33,134,TA
2,59,246,TA
4,74,332,GA
1,19,54,TA
2,37,131,GA
1,37,138,TA
4,54,222,GA
2,74,318,GA
4,70,333,GA
1,67,291,TA
5,36,142,TA
2,23,108,GA
1,6,6,TA
4,43,130,GA
3,26,92,TA
5,74,300,TA
2,19,68,TA
1,59,244,TA
1,32,121,TA
3,34,128,TA
3,65,271,GA
5,2,0,TA
3,51,224,TA
4,20,63,GA
3,23,91,TA
4,38,184,TA
5,46,187,TA
2,54,196,GA
1,75,296,TA
1,58,246,TA
3,16,49,TA
1,18,53,TA
2,14,31,GA
1,64,302,TA
2,73,308,TA
5,21,57,TA
1,20,48,TA
2,68,242,GA
3,50,165,TA
5,74,334,TA
4,6,10,TA
4,75,322,TA
2,73,292,TA
1,78,331,TA
5,75,300,TA
4,76,335,TA
1,72,284,TA
4,3,0,TA
3,41,149,TA
2,60,235,GA
5,22,64,GA
1,9,19,TA
3,4,3,TA
3,32,142,TA
5,11,15,TA
2,31,118,GA
2,9,17,TA
1,30,103,TA
3,38,149,TA
3,17,68,TA
5,28,115,TA
5,23,90,TA
2,60,244,GA
5,71,330,TA
4,66,303,GA
3,75,291,TA
4,60,261,TA
4,32,130,TA
4,42,193,GA
5,12,39,TA
2,26,86,GA
2,61,230,TA
1,32,139,TA
3,24,92,TA
5,5,7,TA
4,62,258,GA
1,50,226,TA
4,17,51,TA
2,42,187,GA
1,53,238,TA
5,8,10,TA
3,3,3,TA
2,74,349,TA
2,6,7,GA
5,76,288,TA
3,26,107,TA
2,8,14,GA
1,4,2,TA
2,52,226,TA
1,62,263,TA
1,76,290,TA
5,39,129,GA
3,18,46,TA
1,53,226,TA
3,69,277,GA
2,3,3,TA
2,63,289,TA
4,11,36,TA
3,35,158,GA
1,38,150,TA
2,41,158,TA
2,32,90,GA
2,24,93,GA
5,42,193,GA
5,31,124,TA
5,23,83,TA
5,37,138,TA
5,25,82,TA
5,10,34,TA
3,33,123,TA
5,80,354,TA
5,42,162,TA
5,19,66,TA
5,76,317,TA
1,15,39,TA
3,59,224,TA
3,52,245,TA
2,44,125,GA
3,11,20,GA
5,75,280,TA
2,4,3,TA
3,4,6,TA
5,14,41,TA
3,28,70,GA
4,32,101,TA
5,3,2,TA
4,11,20,TA
5,38,170,TA
1,79,361,TA
1,56,251,TA
4,74,312,GA
3,52,198,GA
3,69,283,TA
3,14,29,GA
1,59,205,TA
4,73,360,TA
2,54,260,GA
1,28,94,TA
1,76,339,TA
3,27,102,TA
4,42,189,TA
3,57,242,TA
2,17,61,TA
3,23,86,GA
5,12,24,TA
3,16,51,TA
2,29,118,GA
2,35,160,GA
5,62,267,TA
4,73,309,TA
2,72,273,GA
4,14,33,GA
1,66,277,TA
1,49,199,TA
1,46,182,TA
5,24,87,TA
4,32,100,GA
3,21,80,TA
2,16,56,GA
1,13,43,TA
3,63,263,TA
4,28,97,TA
2,12,36,TA
5,70,323,TA
3,52,207,GA
2,34,103,GA
3,39,146,TA
4,25,100,GA
3,15,51,GA
1,60,264,TA
5,53,210,GA
2,4,3,TA
1,30,112,TA
4,19,57,TA
2,80,291,TA
1,58,245,TA
3,22,81,TA
5,16,45,TA
2,74,293,GA
5,31,126,TA
2,16,64,GA
4,10,21,TA
2,54,220,GA
2,30,83,TA
4,63,294,TA
4,6,6,TA
5,55,256,TA
3,3,1,TA
4,24,99,TA
3,11,25,TA
4,70,283,TA
4,50,177,TA
5,4,2,TA
2,7,12,GA
3,15,47,TA
3,20,73,TA
3,37,173,GA
1,56,197,TA
4,13,43,TA
3,62,313,TA
5,52,238,GA
1,19,65,TA
3,19,69,TA
5,34,140,TA
1,32,109,TA
4,1,0,TA
5,40,119,TA
4,75,281,TA
3,29,115,GA
2,16,33,GA
1,60,259,TA
3,67,293,TA
5,18,56,TA
1,16,63,TA
4,49,216,TA
5,48,224,GA
4,23,72,TA
2,65,272,GA
5,27,111,TA
1,25,100,TA
5,80,333,TA
5,29,112,TA
4,62,240,TA
3,60,209,GA
1,69,303,TA
1,45,201,TA
2,42,142,TA
3,77,334,TA
1,59,268,TA
3,17,51,GA
2,46,165,GA
3,73,337,TA
2,10,23,GA
2,70,317,TA
4,38,111,TA
4,11,17,TA
5,19,74,TA
2,16,48,TA
2,35,143,GA
3,22,94,TA
3,30,84,TA
1,3,1,TA
3,8,20,TA
2,1,0,TA
5,36,135,TA
5,3,3,TA
5,14,47,TA
1,2,1,TA
1,14,32,TA
5,31,111,TA
4,10,23,TA
1,35,138,TA
2,14,39,GA
5,12,31,TA
2,24,96,GA
4,36,142,TA
2,9,14,GA
3,31,97,GA
1,18,58,TA
4,21,95,TA
3,6,8,TA
1,10,17,TA
1,6,9,TA
4,40,157,GA
2,38,171,TA
5,34,135,TA
2,32,101,GA
1,17,68,TA
3,40,169,GA
4,9,16,TA
1,12,26,TA
4,25,97,GA
1,20,48,TA
1,4,1,TA
5,32,125,TA
2,17,57,GA
5,19,53,TA
1,40,143,TA
2,6,7,GA
1,5,5,TA
2,35,106,TA
5,30,127,TA
4,9,22,TA
4,27,98,TA
2,36,144,GA
4,16,64,TA
3,7,12,GA
4,34,120,TA
4,2,1,TA
2,8,17,GA
2,28,114,TA
5,15,41,TA
5,7,10,TA
3,2,1,TA
1,34,146,TA
3,21,67,TA
4,38,152,TA
4,29,118,TA
3,38,168,GA
3,17,56,TA
1,27,104,TA
3,26,100,GA
2,27,119,GA
2,11,33,TA
3,5,4,TA
1,36,128,TA
3,5,5,TA
1,30,139,TA
4,37,135,TA
3,24,95,GA
2,25,83,TA
2,20,85,GA
1,7,9,TA
3,26,79,GA
2,1,0,TA
1,22,84,TA
4,23,95,TA
1,19,46,TA
3,20,74,GA
2,14,33,GA
3,19,70,TA
3,34,113,GA
3,38,166,GA
1,23,80,TA
1,8,9,TA
4,26,88,TA
5,35,116,TA
2,1,0,TA
1,11,35,TA
5,37,104,GA
1,30,109,TA
1,24,83,TA
2,24,83,GA
4,29,103,GA
4,9,14,TA
2,4,4,TA
1,16,61,TA
4,10,33,TA
3,29,109,GA
4,24,87,TA
3,38,161,GA
2,32,146,GA
3,37,161,TA
1,19,55,TA
2,8,13,GA
2,11,30,GA
5,21,60,TA
5,38,167,GA
2,15,41,GA
5,9,23,TA
1,37,115,TA
5,8,5,TA
1,15,48,TA
5,2,0,TA
2,16,45,GA
5,38,180,TA
5,6,10,TA
3,37,147,TA
3,26,111,TA
2,33,112,GA
1,10,18,TA
4,26,91,TA
3,30,123,GA
5,39,148,TA
1,23,88,TA
2,21,88,GA
3,5,2,GA
4,25,106,TA
4,8,16,TA
2,26,69,GA
3,20,71,TA
3,11,27,TA
5,18,63,TA
2,13,36,GA
5,26,93,TA
1,1,0,TA
1,10,12,TA
4,40,172,TA
4,13,31,TA
4,18,54,TA
4,31,129,TA
2,15,48,GA
1,4,1,TA
4,36,139,GA
4,17,54,TA
1,13,47,TA
3,13,32,GA
5,13,34,TA
2,5,7,TA
3,38,110,GA
3,33,116,TA
2,33,141,GA
4,37,146,GA
5,18,58,TA
3,36,152,GA
5,24,104,GA
4,16,47,TA
3,20,73,GA
1,10,14,TA
1,40,167,TA
5,37,164,TA
5,26,94,TA
4,17,62,TA
1,22,83,TA
4,21,62,TA
3,11,28,TA
4,38,133,TA
4,4,3,TA
1,23,81,TA
4,30,106,TA
3,2,0,TA
4,24,79,GA
3,16,63,GA
4,11,23,TA
1,25,72,TA
3,28,118,GA
4,37,159,GA
4,13,38,TA
3,6,4,GA
1,22,52,TA
1,26,108,TA
1,29,113,TA
4,18,51,TA
4,30,117,TA
5,13,54,TA
3,40,133,TA
4,14,34,TA
4,28,110,GA
3,20,76,TA
2,20,58,GA
2,18,65,GA
2,2,0,TA
2,17,35,GA
4,9,23,TA
2,30,97,GA
1,35,142,TA
5,6,8,TA
3,27,97,GA
3,30,118,GA
1,36,130,TA
5,16,55,TA
3,1,0,TA
1,35,120,TA
4,22,86,TA
5,37,121,TA
3,29,97,GA
2,35,123,GA
5,18,44,TA
3,13,34,TA
1,18,67,TA
3,2,1,TA
4,18,60,GA
3,35,133,GA
5,23,91,TA
5,19,64,TA
4,27,116,GA
3,2,1,TA
5,4,3,TA
5,34,112,TA
5,22,91,TA
3,8,11,TA
1,31,137,TA
2,15,59,GA
5,28,97,TA
1,12,37,TA
2,33,125,GA
3,26,75,GA
4,3,2,TA
3,29,118,TA
1,5,6,TA
2,7,7,GA
4,25,73,TA
4,3,3,TA
3,38,154,GA
1,38,132,TA
2,16,39,GA
1,12,27,TA
2,29,88,TA
5,29,105,TA
2,19,32,GA
4,25,103,TA
3,36,124,TA
2,31,114,GA
3,2,0,TA
5,38,127,TA
3,37,155,TA
3,29,117,TA
2,38,163,GA
2,38,139,GA
5,35,136,GA
5,27,90,GA
3,14,47,TA
4,22,86,GA
4,35,167,TA
1,13,43,TA
3,25,87,TA
4,5,4,TA
2,25,97,GA
2,25,103,GA
3,4,4,TA
4,35,142,GA
3,25,100,TA
3,34,137,TA
4,40,162,GA
4,1,0,TA
3,9,10,GA
5,12,28,TA
1,39,122,TA
2,30,116,TA
5,36,141,TA
3,17,67,TA
4,39,172,GA
3,38,131,TA
2,30,77,GA
3,12,33,GA
2,14,48,GA
2,1,0,TA
3,13,22,GA
3,4,2,TA
3,14,44,TA
4,21,47,TA
2,4,2,TA
5,21,81,TA
3,36,145,GA
5,1,0,TA
5,10,19,TA
3,15,39,GA
3,3,2,TA
3,31,123,TA
1,22,70,TA
3,37,148,GA
2,30,116,GA
3,23,109,GA
4,15,53,TA
4,35,157,TA
1,31,107,TA
5,21,71,TA
4,34,134,TA
2,22,67,TA
5,26,97,TA
4,37,113,TA
3,31,116,GA
5,4,0,TA
2,19,63,TA
4,9,19,TA
2,13,26,TA
3,34,131,TA
2,40,135,TA
5,24,99,TA
1,30,105,TA
1,22,73,TA
1,7,10,TA
5,7,12,TA
5,40,160,TA
1,8,16,TA
1,26,104,TA
2,1,0,TA
3,40,139,TA
1,7,11,TA
1,19,56,TA
1,38,146,TA
5,19,60,TA
2,3,1,TA
1,14,32,TA
1,4,4,TA
3,4,3,TA
2,13,24,TA
2,8,12,GA
3,26,83,TA
3,19,75,TA
3,36,133,GA
3,21,66,GA
4,2,1,TA
3,40,137,TA
3,2,0,TA
3,29,115,TA
3,18,74,GA
2,10,26,TA
1,11,29,TA
2,5,7,TA
5,30,107,TA
2,12,36,TA
4,22,82,TA
1,11,26,TA
5,2,0,TA
1,39,158,TA
2,25,85,GA
3,29,131,GA
2,33,166,GA
1,15,45,TA
4,28,117,GA
5,1,0,TA
4,24,108,TA
1,28,109,TA
1,21,72,TA
3,39,153,TA
3,33,133,TA
4,9,21,TA
5,33,127,GA
2,39,165,TA
5,6,5,TA
4,37,145,TA
5,33,113,GA
4,7,11,TA
5,21,43,GA
2,30,103,GA
1,21,74,TA
5,37,161,TA
5,25,82,GA
5,21,69,TA
5,19,78,TA
2,6,5,TA
2,10,25,TA
3,17,47,GA
1,6,5,TA
5,32,98,GA
5,26,92,TA
5,26,95,TA
3,18,65,TA
1,18,64,TA
4,30,114,GA
4,34,98,TA
5,9,20,TA
5,6,10,TA
1,20,59,TA
5,22,83,TA
1,8,11,TA
3,19,61,GA
3,19,66,GA
5,11,28,TA
3,32,146,TA
1,25,86,TA
2,7,10,TA
3,27,123,GA
3,17,57,TA
2,8,17,GA
2,32,103,GA
5,36,112,TA
1,35,159,TA
1,32,139,TA
1,31,97,TA
4,7,9,TA
4,6,8,TA
4,39,145,GA
2,12,35,GA
3,25,93,TA
4,17,41,TA
4,12,41,TA
2,10,26,GA
5,12,25,GA
1,26,96,TA
4,40,166,GA
1,7,9,TA
1,21,51,TA
1,12,29,TA
5,11,23,TA
3,40,148,TA
1,30,94,TA
2,7,6,GA
1,23,86,TA
4,19,52,TA
1,27,77,TA
2,14,51,TA
5,26,110,TA
2,1,0,TA
2,25,98,GA
1,24,87,TA
1,7,9,TA
5,2,0,TA
4,14,34,TA
2,8,20,GA
5,30,107,GA
4,19,65,TA
4,11,33,TA
3,39,156,TA
2,9,22,TA
5,38,161,TA
3,11,26,GA
2,35,146,TA
4,16,66,GA
1,2,0,TA
4,22,66,TA
5,37,141,TA
3,34,133,GA
3,16,32,GA
5,33,118,TA
2,18,71,TA
4,21,70,GA
4,38,126,TA
4,30,104,TA
1,27,111,TA
1,1,0,TA
4,38,159,TA
2,17,54,GA
4,9,24,TA
4,30,106,GA
3,37,139,TA
3,5,8,TA
2,39,167,GA
5,38,186,TA
5,26,92,TA
3,9,19,TA
1,6,5,TA
5,17,33,TA
5,34,122,TA
3,5,2,GA
3,26,105,GA
5,11,17,TA
1,38,162,TA
2,34,106,GA
4,27,70,GA
4,25,71,GA
5,2,1,TA
4,6,9,TA
1,34,151,TA
3,39,167,GA
3,29,137,GA
4,30,94,TA
3,23,91,GA
4,29,96,TA
2,16,41,GA
3,27,118,TA
4,14,51,TA
5,33,128,TA
5,7,4,TA
1,31,100,TA
2,17,60,GA
1,23,78,TA
1,16,57,TA
2,39,185,TA
4,23,79,TA
3,11,26,GA
1,2,0,TA
2,28,90,GA
3,3,2,TA
5,6,11,TA
5,30,105,TA
1,33,122,TA
4,10,20,TA
3,23,92,TA
4,32,100,TA
5,30,131,TA
2,22,69,TA
3,21,57,TA
1,10,31,TA
2,34,137,GA
3,19,60,TA
5,14,31,TA
4,24,67,GA
1,25,89,TA
4,39,145,TA
5,38,159,TA
5,24,85,TA
5,15,51,TA
1,11,16,TA
3,12,33,TA
5,27,115,TA
4,2,1,TA
4,13,42,TA
5,11,24,GA
3,37,119,GA
5,22,58,TA
3,21,66,GA
4,40,159,TA
1,35,136,TA
5,33,136,GA
3,30,119,GA
5,6,7,TA
1,10,27,TA
1,1,0,TA
2,30,97,GA
3,34,107,GA
4,19,45,TA
4,9,21,TA
2,14,39,TA
3,12,32,TA
2,7,6,GA
1,18,68,TA
5,11,26,TA
2,26,73,GA
5,13,28,TA
3,37,143,TA
1,2,1,TA
1,8,15,TA
5,2,1,TA
5,23,67,TA
1,33,139,TA
2,26,71,GA
4,30,126,TA
5,24,63,TA
2,2,1,TA
3,31,119,TA
2,36,168,TA
1,23,75,TA
3,19,55,GA
4,2,1,TA
5,34,153,TA
5,18,56,TA
5,11,31,TA
1,7,10,TA
4,26,101,TA
3,34,95,TA
5,21,78,TA
5,17,52,TA
2,11,24,GA
5,30,118,TA
2,32,92,TA
4,34,115,TA
4,24,87,TA
2,26,97,GA
3,6,11,TA
5,7,7,TA
5,33,120,TA
4,1,0,TA
1,37,142,TA
2,15,47,GA
3,9,15,GA
2,25,93,GA
3,30,101,GA
5,15,55,TA
2,4,5,TA
2,39,177,GA
5,8,12,TA
2,31,103,GA
3,1,0,TA
4,30,106,TA
2,23,70,GA
3,28,102,TA
1,13,18,TA
5,31,118,TA
2,17,48,TA
3,11,15,GA
5,15,42,TA
3,16,62,TA
3,17,50,GA
2,34,134,GA
4,30,115,GA
4,26,75,GA
3,8,21,TA
1,15,60,TA
2,30,102,GA
5,19,68,TA
1,19,60,TA
3,3,1,TA
1,20,69,TA
4,28,115,TA
1,8,21,TA
4,17,58,TA
5,14,45,TA
2,7,5,TA
5,19,57,TA
2,4,3,TA
4,2,0,TA
4,9,24,TA
5,40,153,GA
4,3,1,TA
1,37,172,TA
1,13,30,TA
4,9,22,TA
1,4,6,TA
5,21,58,TA
5,11,30,TA
1,12,28,TA
4,20,63,TA
3,7,14,TA
3,38,139,TA
4,11,18,TA
3,30,120,GA
2,40,154,TA
1,5,6,TA
1,8,7,TA
5,37,135,TA
4,5,7,TA
2,8,11,GA
4,35,121,TA
2,24,71,TA
4,13,39,TA
1,6,5,TA
5,9,12,TA
5,24,92,GA
2,9,10,GA
5,3,2,TA
3,4,3,TA
2,1,0,TA
5,3,2,TA
4,16,36,GA
1,35,152,TA
2,26,94,GA
1,10,13,TA
4,10,15,TA
3,14,39,TA
4,33,141,TA
